ID,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous
A336,47,blue-collar,married,high.school,no,no,no,cellular,apr,thu,439,2,999,0
A337,39,housemaid,married,basic.6y,no,yes,no,cellular,jul,fri,76,4,999,0
A338,30,technician,married,university.degree,no,no,no,cellular,aug,fri,65,2,999,0
A339,33,blue-collar,married,high.school,no,yes,no,telephone,may,wed,233,1,999,0
A340,50,management,married,university.degree,unknown,no,no,telephone,may,fri,136,1,999,0
A341,33,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,656,1,999,0
A342,40,technician,married,professional.course,no,yes,yes,cellular,jul,wed,323,1,999,0
A343,40,retired,married,basic.4y,unknown,yes,no,cellular,jul,fri,1689,2,999,0
A344,30,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,185,1,999,0
A345,23,management,single,university.degree,no,yes,no,cellular,jul,thu,134,1,999,0
A346,28,blue-collar,married,basic.9y,unknown,no,no,cellular,may,fri,182,2,999,1
A347,41,self-employed,married,basic.9y,no,yes,no,cellular,may,thu,1135,3,999,1
A348,26,student,single,basic.9y,no,no,no,telephone,aug,wed,449,1,999,0
A349,45,admin.,married,university.degree,no,no,no,cellular,aug,mon,216,1,999,0
A350,28,admin.,single,university.degree,no,yes,no,cellular,oct,mon,324,1,6,2
A351,32,technician,married,university.degree,no,no,no,cellular,aug,fri,198,1,999,0
A352,32,management,single,university.degree,no,no,no,cellular,aug,fri,157,1,999,0
A353,56,entrepreneur,divorced,university.degree,no,no,yes,telephone,jun,mon,311,1,999,0
A354,45,admin.,divorced,basic.9y,no,yes,no,cellular,nov,wed,575,9,999,0
A355,29,technician,divorced,professional.course,no,yes,no,telephone,jun,wed,11,19,999,0
A356,33,technician,married,university.degree,no,yes,no,cellular,may,mon,182,1,999,0
A357,37,blue-collar,married,basic.4y,no,yes,no,telephone,jun,fri,94,7,999,0
A358,51,technician,married,professional.course,no,no,no,cellular,nov,wed,272,1,999,0
A359,32,blue-collar,married,basic.6y,no,unknown,unknown,telephone,jun,tue,31,5,999,0
A360,36,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,245,1,999,1
A361,36,blue-collar,married,unknown,no,no,no,telephone,jun,thu,179,1,999,0
A362,32,technician,married,professional.course,no,no,no,telephone,jun,thu,805,2,999,0
A363,51,technician,married,professional.course,no,no,yes,telephone,jun,mon,147,1,999,0
A364,25,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,71,1,999,0
A365,39,entrepreneur,married,university.degree,no,yes,no,cellular,sep,tue,120,3,999,0
A366,33,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,263,1,999,0
A367,32,technician,single,professional.course,no,yes,no,cellular,jul,thu,81,2,999,0
A368,35,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,180,1,999,0
A369,41,technician,divorced,professional.course,no,unknown,unknown,telephone,oct,mon,73,1,999,0
A370,44,admin.,married,university.degree,unknown,no,no,telephone,may,wed,202,1,999,0
A371,34,management,married,university.degree,no,no,no,cellular,apr,mon,163,1,999,0
A372,27,services,single,high.school,no,yes,no,telephone,may,wed,386,1,999,0
A373,51,blue-collar,married,basic.4y,unknown,yes,no,telephone,jul,wed,139,1,999,0
A374,42,admin.,married,university.degree,unknown,no,no,telephone,may,tue,42,4,999,0
A375,61,blue-collar,married,high.school,no,no,no,cellular,oct,wed,108,1,999,0
A376,48,unemployed,married,professional.course,no,yes,no,cellular,sep,mon,315,2,999,0
A377,54,entrepreneur,married,university.degree,no,yes,no,cellular,nov,wed,159,2,4,1
A378,35,admin.,single,high.school,no,yes,yes,telephone,may,mon,19,1,999,0
A379,48,blue-collar,married,basic.9y,no,no,no,cellular,aug,mon,348,2,999,0
A380,23,technician,single,professional.course,no,yes,no,telephone,jul,thu,194,2,999,0
A381,33,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,1183,1,999,0
A382,30,admin.,married,university.degree,no,no,no,cellular,aug,mon,160,1,999,0
A383,25,blue-collar,single,high.school,unknown,no,yes,cellular,may,thu,338,3,999,0
A384,44,technician,single,professional.course,unknown,no,no,telephone,may,mon,374,6,999,0
A385,29,technician,single,university.degree,no,no,yes,telephone,jul,wed,357,7,999,0
A386,55,retired,married,high.school,no,yes,no,cellular,aug,tue,106,4,999,0
A387,24,blue-collar,single,basic.9y,unknown,no,no,telephone,jul,fri,270,1,999,0
A388,61,admin.,married,university.degree,no,yes,no,cellular,apr,wed,183,5,999,0
A389,50,technician,married,basic.6y,unknown,no,no,cellular,may,tue,36,3,999,1
A390,37,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,270,2,999,1
A391,33,housemaid,married,professional.course,no,yes,no,cellular,aug,thu,110,1,999,0
A392,48,unemployed,married,university.degree,no,yes,no,cellular,mar,mon,195,2,999,0
A393,57,retired,married,basic.9y,unknown,yes,no,cellular,aug,fri,27,6,999,0
A394,33,management,divorced,university.degree,no,yes,no,cellular,jun,wed,63,1,999,0
A395,40,housemaid,divorced,high.school,no,no,no,telephone,jun,wed,1449,6,999,0
A396,30,self-employed,single,university.degree,no,no,no,cellular,aug,tue,58,1,999,0
A397,34,self-employed,married,university.degree,no,no,no,cellular,oct,wed,201,1,5,3
A398,54,management,divorced,university.degree,no,yes,no,telephone,may,mon,106,3,999,0
A399,31,admin.,married,university.degree,no,no,no,cellular,apr,fri,170,1,999,0
A400,31,technician,single,professional.course,no,yes,no,cellular,aug,tue,935,1,999,0
A401,53,unemployed,married,basic.9y,unknown,yes,no,cellular,may,tue,67,4,999,0
A402,43,admin.,single,university.degree,no,yes,no,cellular,apr,mon,670,4,11,1
A403,36,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,620,1,999,0
A404,47,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,507,4,999,0
A405,30,technician,married,university.degree,no,yes,yes,cellular,jul,mon,204,4,999,0
A406,31,self-employed,married,university.degree,no,yes,yes,cellular,nov,mon,60,1,999,1
A407,37,services,single,basic.9y,no,no,no,cellular,may,tue,348,1,999,0
A408,27,blue-collar,single,basic.6y,no,no,no,cellular,jul,tue,1508,1,999,0
A409,46,admin.,married,high.school,no,no,no,telephone,jun,fri,354,2,999,0
A410,41,technician,married,basic.9y,no,yes,no,cellular,may,wed,66,1,999,1
A411,44,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,109,4,999,0
A412,33,admin.,married,university.degree,no,yes,no,cellular,may,thu,171,2,999,0
A413,58,blue-collar,divorced,basic.4y,no,no,no,cellular,aug,fri,186,1,999,0
A414,34,self-employed,married,university.degree,no,yes,no,cellular,nov,wed,213,5,999,0
A415,60,admin.,single,high.school,no,no,yes,telephone,may,tue,474,2,999,0
A416,29,blue-collar,married,basic.4y,no,no,yes,cellular,nov,wed,441,1,999,0
A417,26,admin.,single,high.school,no,no,no,telephone,jun,thu,463,1,999,0
A418,31,services,single,high.school,no,yes,no,telephone,may,wed,17,2,999,0
A419,36,services,married,university.degree,no,yes,no,cellular,nov,wed,86,3,999,0
A420,59,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,fri,202,2,999,0
A421,61,retired,married,university.degree,no,yes,no,cellular,apr,tue,216,1,999,0
A422,30,technician,married,high.school,no,no,no,cellular,aug,tue,142,1,999,0
A423,40,retired,married,professional.course,no,no,no,telephone,may,tue,140,1,999,0
A424,48,technician,married,high.school,no,no,no,telephone,may,fri,700,1,999,0
A425,47,services,single,high.school,no,no,no,cellular,jul,tue,293,1,999,0
A426,32,technician,married,university.degree,no,yes,no,cellular,aug,thu,402,1,999,0
A427,31,admin.,married,professional.course,unknown,yes,no,cellular,aug,fri,126,1,999,0
A428,33,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,112,4,999,0
A429,30,services,single,high.school,no,no,no,cellular,may,tue,263,2,999,0
A430,49,management,married,university.degree,no,yes,no,cellular,apr,thu,44,1,999,0
A431,53,self-employed,married,university.degree,no,yes,no,cellular,nov,fri,61,4,999,0
A432,33,admin.,married,high.school,no,yes,no,cellular,may,fri,176,1,999,0
A433,46,services,married,high.school,unknown,yes,no,cellular,may,fri,6,1,999,1
A434,45,admin.,married,high.school,no,yes,no,telephone,may,thu,695,1,999,0
A435,31,technician,single,professional.course,unknown,yes,no,telephone,may,mon,188,7,999,0
A436,28,blue-collar,single,basic.9y,unknown,no,no,cellular,may,wed,77,3,999,0
A437,29,admin.,single,university.degree,no,yes,yes,cellular,nov,thu,736,1,999,0
A438,26,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,56,3,999,0
A439,20,student,single,unknown,no,yes,no,cellular,apr,wed,184,4,999,0
A440,42,services,married,high.school,no,yes,yes,cellular,may,wed,77,2,999,1
A441,31,blue-collar,married,basic.9y,no,yes,no,cellular,nov,thu,415,1,999,0
A442,56,entrepreneur,married,university.degree,unknown,no,yes,cellular,jul,tue,41,1,999,0
A443,43,housemaid,divorced,professional.course,no,no,yes,cellular,aug,thu,306,5,999,0
A444,44,management,married,high.school,unknown,no,yes,cellular,jul,mon,292,1,999,0
A445,30,admin.,married,high.school,no,yes,no,cellular,jul,fri,362,2,999,0
A446,31,admin.,single,university.degree,no,no,no,cellular,sep,fri,123,3,999,0
A447,53,entrepreneur,divorced,university.degree,no,yes,no,cellular,nov,mon,107,1,999,1
A448,50,retired,married,basic.4y,unknown,yes,no,telephone,may,thu,855,4,999,0
A449,37,unemployed,married,university.degree,no,unknown,unknown,cellular,may,fri,34,1,999,0
A450,43,blue-collar,married,unknown,unknown,no,no,telephone,may,fri,512,6,999,0
A451,45,admin.,married,basic.9y,unknown,no,no,telephone,jun,fri,973,2,999,0
A452,29,admin.,divorced,university.degree,no,yes,no,cellular,jun,wed,238,3,999,0
A453,53,services,married,high.school,no,no,no,telephone,may,wed,429,1,999,0
A454,34,technician,married,university.degree,no,no,no,cellular,apr,thu,82,6,999,0
A455,72,retired,married,high.school,no,no,no,cellular,nov,mon,257,1,999,0
A456,25,admin.,single,university.degree,no,yes,no,cellular,apr,thu,229,2,999,0
A457,46,admin.,married,high.school,no,no,no,telephone,jun,fri,47,4,999,0
A458,39,admin.,single,high.school,no,no,no,cellular,jul,thu,9,6,999,0
A459,57,management,married,university.degree,no,yes,yes,cellular,nov,fri,283,1,999,1
A460,24,admin.,single,professional.course,no,yes,yes,telephone,jun,mon,233,1,999,0
A461,40,blue-collar,married,basic.6y,no,yes,no,telephone,jun,tue,5,1,999,0
A462,45,services,married,high.school,unknown,yes,no,telephone,may,wed,349,2,999,0
A463,33,entrepreneur,married,university.degree,no,yes,no,telephone,may,mon,130,3,999,0
A464,34,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,157,29,999,0
A465,24,admin.,single,high.school,no,no,no,cellular,jul,mon,452,1,14,1
A466,55,entrepreneur,divorced,basic.9y,no,no,no,cellular,dec,fri,415,7,999,0
A467,54,blue-collar,married,basic.6y,unknown,yes,no,telephone,jul,tue,34,1,999,0
A468,32,technician,single,university.degree,no,no,no,cellular,aug,fri,182,1,999,0
A469,27,student,single,high.school,no,no,no,cellular,mar,fri,219,1,999,0
A470,45,management,married,university.degree,no,yes,yes,cellular,may,thu,265,3,999,0
A471,47,services,divorced,basic.9y,unknown,no,no,cellular,jul,mon,678,1,999,0
A472,29,services,married,high.school,no,no,no,telephone,may,tue,189,2,999,0
A473,42,admin.,single,university.degree,unknown,yes,yes,cellular,jul,fri,115,1,999,0
A474,28,student,single,high.school,no,no,no,cellular,apr,thu,319,3,999,0
A475,27,self-employed,single,university.degree,no,no,no,cellular,may,thu,367,2,999,0
A476,45,admin.,divorced,university.degree,no,yes,no,cellular,may,mon,197,2,999,0
A477,45,entrepreneur,married,basic.4y,no,yes,no,cellular,nov,tue,167,5,999,0
A478,33,management,single,university.degree,no,no,no,telephone,may,tue,125,2,999,0
A479,36,technician,married,professional.course,no,no,no,cellular,jul,tue,71,2,999,0
A480,34,technician,single,high.school,no,yes,no,telephone,jul,fri,106,2,999,0
A481,30,technician,single,university.degree,no,no,no,cellular,aug,fri,360,1,999,0
A482,33,blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,273,2,999,0
A483,56,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,36,4,999,0
A484,58,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,326,1,999,0
A485,52,admin.,married,high.school,no,no,no,cellular,nov,fri,157,2,999,0
A486,52,housemaid,married,basic.4y,no,no,no,cellular,jul,fri,479,2,999,0
A487,36,admin.,divorced,university.degree,unknown,yes,yes,cellular,jul,wed,103,1,999,0
A488,36,admin.,single,university.degree,no,yes,yes,cellular,nov,wed,118,1,999,0
A489,53,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,mon,144,1,999,0
A490,52,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,mon,197,2,999,0
A491,47,technician,married,professional.course,no,yes,no,telephone,may,thu,69,1,999,0
A492,37,self-employed,divorced,university.degree,no,yes,no,telephone,may,mon,596,1,999,0
A493,25,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,thu,113,1,999,0
A494,32,blue-collar,married,basic.6y,no,no,no,cellular,jul,tue,59,1,999,0
A495,34,admin.,single,university.degree,no,no,no,cellular,may,fri,101,4,999,1
A496,39,admin.,married,high.school,no,yes,no,telephone,jun,thu,337,2,999,0
A497,52,technician,married,professional.course,no,yes,yes,telephone,nov,tue,285,2,999,1
A498,48,admin.,single,university.degree,no,yes,no,telephone,jun,thu,1082,1,999,0
A499,48,entrepreneur,married,basic.9y,no,yes,no,cellular,jul,wed,44,7,999,0
A500,50,blue-collar,single,basic.9y,unknown,no,no,telephone,may,fri,165,1,999,0
A501,55,management,single,basic.4y,no,yes,no,telephone,jun,wed,89,4,999,0
A502,38,blue-collar,married,basic.9y,no,yes,no,cellular,nov,tue,154,1,999,0
A503,46,admin.,married,high.school,no,yes,no,cellular,aug,thu,91,11,999,0
A504,31,services,single,high.school,no,yes,no,cellular,may,mon,206,1,999,0
A505,27,technician,married,professional.course,no,no,no,cellular,jul,thu,102,9,999,0
A506,50,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,166,2,999,1
A507,52,services,divorced,unknown,unknown,yes,yes,telephone,may,fri,306,1,999,0
A508,44,admin.,married,university.degree,unknown,yes,yes,telephone,may,mon,398,7,999,0
A509,35,technician,single,professional.course,no,yes,no,cellular,jul,tue,577,6,6,1
A510,47,management,divorced,basic.6y,unknown,yes,yes,telephone,may,fri,353,1,999,0
A511,32,admin.,single,university.degree,no,no,no,cellular,jul,thu,152,6,999,0
A512,34,services,married,basic.9y,no,yes,yes,telephone,may,mon,437,2,999,1
A513,40,admin.,single,high.school,no,no,yes,cellular,may,wed,172,1,999,0
A514,56,services,married,basic.4y,unknown,yes,yes,telephone,may,fri,166,1,999,0
A515,48,admin.,married,university.degree,no,yes,no,cellular,aug,thu,321,3,999,0
A516,42,admin.,married,basic.9y,unknown,yes,no,cellular,jul,mon,163,2,999,0
A517,48,admin.,divorced,high.school,no,yes,no,cellular,nov,mon,309,1,999,0
A518,39,entrepreneur,married,high.school,no,yes,no,cellular,jul,thu,244,1,999,0
A519,46,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,132,1,999,0
A520,41,technician,married,basic.9y,no,yes,no,telephone,may,tue,420,1,999,0
A521,56,management,divorced,university.degree,no,no,no,telephone,jun,mon,252,4,999,0
A522,25,admin.,married,university.degree,no,no,no,cellular,mar,fri,243,3,999,0
A523,24,blue-collar,single,high.school,no,no,no,cellular,jul,fri,482,2,999,0
A524,24,services,single,high.school,no,yes,no,telephone,jun,mon,920,2,999,0
A525,39,technician,single,high.school,no,no,no,cellular,aug,mon,177,3,999,0
A526,42,management,married,basic.6y,no,yes,yes,cellular,nov,fri,81,6,999,1
A527,35,technician,single,university.degree,no,no,yes,cellular,aug,wed,174,1,999,0
A528,57,retired,single,high.school,no,no,no,telephone,may,mon,53,1,999,0
A529,29,services,married,unknown,no,yes,yes,cellular,jul,wed,268,2,999,0
A530,35,admin.,single,university.degree,no,yes,no,cellular,aug,fri,176,4,999,0
A531,37,blue-collar,married,basic.6y,no,yes,no,cellular,apr,mon,724,2,999,0
A532,42,technician,single,high.school,no,yes,no,telephone,jun,wed,457,1,999,0
A533,36,services,married,high.school,unknown,no,no,cellular,may,fri,89,1,999,0
A534,41,blue-collar,single,basic.6y,unknown,no,no,cellular,jul,wed,92,1,999,0
A535,47,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,110,3,999,0
A536,47,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,729,4,999,0
A537,44,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,mon,144,2,999,1
A538,29,services,married,high.school,no,yes,no,telephone,may,mon,87,6,999,1
A539,58,management,married,university.degree,no,yes,yes,cellular,may,fri,256,1,999,0
A540,36,blue-collar,married,basic.4y,no,yes,no,cellular,nov,mon,279,1,999,0
A541,30,admin.,single,university.degree,unknown,yes,no,telephone,jul,mon,256,2,999,0
A542,46,admin.,single,university.degree,no,unknown,unknown,telephone,may,wed,74,1,999,0
A543,30,management,married,university.degree,no,unknown,unknown,cellular,jul,wed,173,2,999,0
A544,30,admin.,divorced,high.school,no,no,no,telephone,jun,fri,13,10,999,0
A545,40,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,380,1,999,0
A546,27,blue-collar,single,basic.6y,no,yes,yes,telephone,jun,wed,444,3,999,0
A547,50,management,single,university.degree,no,no,no,cellular,jul,thu,192,1,999,0
A548,45,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,fri,636,2,999,0
A549,52,housemaid,married,basic.4y,unknown,no,no,cellular,aug,mon,149,3,999,0
A550,35,blue-collar,married,high.school,no,yes,yes,telephone,may,mon,83,1,999,0
A551,41,blue-collar,married,basic.9y,unknown,no,yes,cellular,apr,fri,251,1,999,1
A552,41,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,15,9,999,0
A553,45,admin.,married,university.degree,no,no,no,cellular,jul,wed,194,1,13,1
A554,30,services,single,high.school,unknown,yes,no,cellular,may,wed,70,3,999,0
A555,62,retired,divorced,university.degree,no,yes,no,telephone,oct,wed,129,3,999,0
